sep=;
Producer:;Pfeiffer-Vacuum
Device:;TPG362
Product number:;PT G28 290
Serial number:;44990208
Firmware version:;010500
Filename:;Palmer _20191128_114554.csv
Date: / time:;2019-11-28  11:46
Sampletime:;10s
Channel 1:;noSENSOR
Channel 2:;IKR
Date;Time;Channel 1 [hPascal];Channel 2 [hPascal];
2019-11-28;11:53:00;0,0000e+00;1,5027e-08;
2019-11-28;11:53:10;0,0000e+00;1,5085e-08;
2019-11-28;11:53:20;0,0000e+00;1,5164e-08;
2019-11-28;11:53:30;0,0000e+00;1,5253e-08;
2019-11-28;11:53:40;0,0000e+00;1,5291e-08;
2019-11-28;11:53:50;0,0000e+00;1,5322e-08;
2019-11-28;11:54:00;0,0000e+00;1,5471e-08;
2019-11-28;11:54:10;0,0000e+00;1,5540e-08;
2019-11-28;11:54:20;0,0000e+00;1,5540e-08;
2019-11-28;11:54:30;0,0000e+00;1,5642e-08;
2019-11-28;11:54:40;0,0000e+00;1,5702e-08;
2019-11-28;11:54:50;0,0000e+00;1,5782e-08;
2019-11-28;11:55:00;0,0000e+00;1,5889e-08;
2019-11-28;11:55:10;0,0000e+00;1,5950e-08;
2019-11-28;11:55:20;0,0000e+00;1,6041e-08;
2019-11-28;11:55:30;0,0000e+00;1,6088e-08;
2019-11-28;11:55:40;0,0000e+00;1,6147e-08;
2019-11-28;11:55:50;0,0000e+00;1,6262e-08;
2019-11-28;11:56:00;0,0000e+00;1,6327e-08;
2019-11-28;11:56:10;0,0000e+00;1,6424e-08;
2019-11-28;11:56:20;0,0000e+00;1,6530e-08;
2019-11-28;11:56:30;0,0000e+00;1,6572e-08;
2019-11-28;11:56:40;0,0000e+00;1,6674e-08;
2019-11-28;11:56:50;0,0000e+00;1,6733e-08;
2019-11-28;11:57:00;0,0000e+00;1,6843e-08;
2019-11-28;11:57:10;0,0000e+00;1,6931e-08;
2019-11-28;11:57:20;0,0000e+00;1,7014e-08;
2019-11-28;11:57:30;0,0000e+00;1,7057e-08;
2019-11-28;11:57:40;0,0000e+00;1,7200e-08;
2019-11-28;11:57:50;0,0000e+00;1,7291e-08;
2019-11-28;11:58:00;0,0000e+00;1,7354e-08;
2019-11-28;11:58:10;0,0000e+00;1,7443e-08;
2019-11-28;11:58:20;0,0000e+00;1,7551e-08;
2019-11-28;11:58:30;0,0000e+00;1,7645e-08;
2019-11-28;11:58:40;0,0000e+00;1,7773e-08;
2019-11-28;11:58:50;0,0000e+00;1,7821e-08;
2019-11-28;11:59:00;0,0000e+00;1,7956e-08;
2019-11-28;11:59:10;0,0000e+00;1,8031e-08;
2019-11-28;11:59:20;0,0000e+00;1,8136e-08;
2019-11-28;11:59:30;0,0000e+00;1,8227e-08;
2019-11-28;11:59:40;0,0000e+00;1,8311e-08;
2019-11-28;11:59:50;0,0000e+00;1,8417e-08;
2019-11-28;12:00:00;0,0000e+00;1,8507e-08;
2019-11-28;12:00:10;0,0000e+00;1,8634e-08;
2019-11-28;12:00:20;0,0000e+00;1,8743e-08;
2019-11-28;12:00:30;0,0000e+00;1,8817e-08;
2019-11-28;12:00:40;0,0000e+00;1,8970e-08;
2019-11-28;12:00:50;0,0000e+00;1,9035e-08;
2019-11-28;12:01:00;0,0000e+00;1,9169e-08;
2019-11-28;12:01:10;0,0000e+00;1,9182e-08;
2019-11-28;12:01:20;0,0000e+00;1,9393e-08;
2019-11-28;12:01:30;0,0000e+00;1,9471e-08;
2019-11-28;12:01:40;0,0000e+00;1,9534e-08;
2019-11-28;12:01:50;0,0000e+00;1,9699e-08;
2019-11-28;12:02:00;0,0000e+00;1,9821e-08;
2019-11-28;12:02:10;0,0000e+00;1,9939e-08;
2019-11-28;12:02:20;0,0000e+00;2,0071e-08;
2019-11-28;12:02:30;0,0000e+00;2,0134e-08;
2019-11-28;12:02:40;0,0000e+00;2,0277e-08;
2019-11-28;12:02:50;0,0000e+00;2,0332e-08;
2019-11-28;12:03:00;0,0000e+00;2,0489e-08;
2019-11-28;12:03:10;0,0000e+00;2,0602e-08;
2019-11-28;12:03:20;0,0000e+00;2,0719e-08;
2019-11-28;12:03:30;0,0000e+00;2,0850e-08;
2019-11-28;12:03:40;0,0000e+00;2,0982e-08;
2019-11-28;12:03:50;0,0000e+00;2,1111e-08;
2019-11-28;12:04:00;0,0000e+00;2,1225e-08;
2019-11-28;12:04:10;0,0000e+00;2,1346e-08;
2019-11-28;12:04:20;0,0000e+00;2,1495e-08;
2019-11-28;12:04:30;0,0000e+00;2,1595e-08;
2019-11-28;12:04:40;0,0000e+00;2,1717e-08;
2019-11-28;12:04:50;0,0000e+00;2,1820e-08;
2019-11-28;12:05:00;0,0000e+00;2,1972e-08;
2019-11-28;12:05:10;0,0000e+00;2,2077e-08;
2019-11-28;12:05:20;0,0000e+00;2,2209e-08;
2019-11-28;12:05:30;0,0000e+00;2,2380e-08;
2019-11-28;12:05:40;0,0000e+00;2,2494e-08;
2019-11-28;12:05:50;0,0000e+00;2,2654e-08;
2019-11-28;12:06:00;0,0000e+00;2,2758e-08;
2019-11-28;12:06:10;0,0000e+00;2,2889e-08;
2019-11-28;12:06:20;0,0000e+00;2,3009e-08;
2019-11-28;12:06:30;0,0000e+00;2,3177e-08;
2019-11-28;12:06:40;0,0000e+00;2,3302e-08;
2019-11-28;12:06:50;0,0000e+00;2,3445e-08;
2019-11-28;12:07:00;0,0000e+00;2,3571e-08;
2019-11-28;12:07:10;0,0000e+00;2,3715e-08;
2019-11-28;12:07:20;0,0000e+00;2,3833e-08;
2019-11-28;12:07:30;0,0000e+00;2,3989e-08;
2019-11-28;12:07:40;0,0000e+00;2,4082e-08;
2019-11-28;12:07:50;0,0000e+00;2,4251e-08;
2019-11-28;12:08:00;0,0000e+00;2,4435e-08;
2019-11-28;12:08:10;0,0000e+00;2,4594e-08;
2019-11-28;12:08:20;0,0000e+00;2,4740e-08;
2019-11-28;12:08:30;0,0000e+00;2,4886e-08;
2019-11-28;12:08:40;0,0000e+00;2,5091e-08;
2019-11-28;12:08:50;0,0000e+00;2,5197e-08;
2019-11-28;12:09:00;0,0000e+00;2,5350e-08;
2019-11-28;12:09:10;0,0000e+00;2,5543e-08;
2019-11-28;12:09:20;0,0000e+00;2,5599e-08;
2019-11-28;12:09:30;0,0000e+00;2,5802e-08;
2019-11-28;12:09:40;0,0000e+00;2,5962e-08;
2019-11-28;12:09:50;0,0000e+00;2,6121e-08;
2019-11-28;12:10:00;0,0000e+00;2,6302e-08;
2019-11-28;12:10:10;0,0000e+00;2,6420e-08;
2019-11-28;12:10:20;0,0000e+00;2,6642e-08;
2019-11-28;12:10:30;0,0000e+00;2,6746e-08;
2019-11-28;12:10:40;0,0000e+00;2,6937e-08;
2019-11-28;12:10:50;0,0000e+00;2,7139e-08;
2019-11-28;12:11:00;0,0000e+00;2,7309e-08;
2019-11-28;12:11:10;0,0000e+00;2,7439e-08;
2019-11-28;12:11:20;0,0000e+00;2,7594e-08;
2019-11-28;12:11:30;0,0000e+00;2,7818e-08;
2019-11-28;12:11:40;0,0000e+00;2,7906e-08;
2019-11-28;12:11:50;0,0000e+00;2,8163e-08;
2019-11-28;12:12:00;0,0000e+00;2,8377e-08;
2019-11-28;12:12:10;0,0000e+00;2,8504e-08;
2019-11-28;12:12:20;0,0000e+00;2,8736e-08;
2019-11-28;12:12:30;0,0000e+00;2,8879e-08;
2019-11-28;12:12:40;0,0000e+00;2,8994e-08;
2019-11-28;12:12:50;0,0000e+00;2,9292e-08;
2019-11-28;12:13:00;0,0000e+00;2,9444e-08;
2019-11-28;12:13:10;0,0000e+00;2,9734e-08;
2019-11-28;12:13:20;0,0000e+00;2,9765e-08;
2019-11-28;12:13:30;0,0000e+00;2,9976e-08;
2019-11-28;12:13:40;0,0000e+00;3,0102e-08;
2019-11-28;12:13:50;0,0000e+00;3,0447e-08;
2019-11-28;12:14:00;0,0000e+00;3,0570e-08;
2019-11-28;12:14:10;0,0000e+00;3,0799e-08;
2019-11-28;12:14:20;0,0000e+00;3,0947e-08;
2019-11-28;12:14:30;0,0000e+00;3,1281e-08;
2019-11-28;12:14:40;0,0000e+00;3,1335e-08;
2019-11-28;12:14:50;0,0000e+00;3,1541e-08;
2019-11-28;12:15:00;0,0000e+00;3,1800e-08;
2019-11-28;12:15:10;0,0000e+00;3,2015e-08;
2019-11-28;12:15:20;0,0000e+00;3,2162e-08;
2019-11-28;12:15:30;0,0000e+00;3,2360e-08;
2019-11-28;12:15:40;0,0000e+00;3,2629e-08;
2019-11-28;12:15:50;0,0000e+00;3,2901e-08;
2019-11-28;12:16:00;0,0000e+00;3,3064e-08;
2019-11-28;12:16:10;0,0000e+00;3,3311e-08;
2019-11-28;12:16:20;0,0000e+00;3,3534e-08;
2019-11-28;12:16:30;0,0000e+00;3,3624e-08;
2019-11-28;12:16:40;0,0000e+00;3,3946e-08;
2019-11-28;12:16:50;0,0000e+00;3,4042e-08;
2019-11-28;12:17:00;0,0000e+00;3,4406e-08;
2019-11-28;12:17:10;0,0000e+00;3,4622e-08;
2019-11-28;12:17:20;0,0000e+00;3,4850e-08;
2019-11-28;12:17:30;0,0000e+00;3,5011e-08;
2019-11-28;12:17:40;0,0000e+00;3,5303e-08;
2019-11-28;12:17:50;0,0000e+00;3,5383e-08;
2019-11-28;12:18:00;0,0000e+00;3,5700e-08;
2019-11-28;12:18:10;0,0000e+00;3,5915e-08;
2019-11-28;12:18:20;0,0000e+00;3,6181e-08;
2019-11-28;12:18:30;0,0000e+00;3,6361e-08;
2019-11-28;12:18:40;0,0000e+00;3,6719e-08;
2019-11-28;12:18:50;0,0000e+00;3,6945e-08;
2019-11-28;12:19:00;0,0000e+00;3,7067e-08;
2019-11-28;12:19:10;0,0000e+00;3,7425e-08;
2019-11-28;12:19:20;0,0000e+00;3,7591e-08;
2019-11-28;12:19:30;0,0000e+00;3,7826e-08;
2019-11-28;12:19:40;0,0000e+00;3,8077e-08;
2019-11-28;12:19:50;0,0000e+00;3,8298e-08;
2019-11-28;12:20:00;0,0000e+00;3,8494e-08;
2019-11-28;12:20:10;0,0000e+00;3,8751e-08;
2019-11-28;12:20:20;0,0000e+00;3,9079e-08;
2019-11-28;12:20:30;0,0000e+00;3,9219e-08;
2019-11-28;12:20:40;0,0000e+00;3,9555e-08;
2019-11-28;12:20:50;0,0000e+00;3,9890e-08;
2019-11-28;12:21:00;0,0000e+00;3,9992e-08;
2019-11-28;12:21:10;0,0000e+00;4,0234e-08;
2019-11-28;12:21:20;0,0000e+00;4,0577e-08;
2019-11-28;12:21:30;0,0000e+00;4,0859e-08;
2019-11-28;12:21:40;0,0000e+00;4,1059e-08;
2019-11-28;12:21:50;0,0000e+00;4,1341e-08;
2019-11-28;12:22:00;0,0000e+00;4,1524e-08;
2019-11-28;12:22:10;0,0000e+00;4,1861e-08;
2019-11-28;12:22:20;0,0000e+00;4,2193e-08;
2019-11-28;12:22:30;0,0000e+00;4,2412e-08;
2019-11-28;12:22:40;0,0000e+00;4,2726e-08;
2019-11-28;12:22:50;0,0000e+00;4,2858e-08;
2019-11-28;12:23:00;0,0000e+00;4,3173e-08;
2019-11-28;12:23:10;0,0000e+00;4,3450e-08;
2019-11-28;12:23:20;0,0000e+00;4,3728e-08;
2019-11-28;12:23:30;0,0000e+00;4,4070e-08;
2019-11-28;12:23:40;0,0000e+00;4,4303e-08;
2019-11-28;12:23:50;0,0000e+00;4,4613e-08;
2019-11-28;12:24:00;0,0000e+00;4,4827e-08;
2019-11-28;12:24:10;0,0000e+00;4,5140e-08;
2019-11-28;12:24:20;0,0000e+00;4,5471e-08;
2019-11-28;12:24:30;0,0000e+00;4,5680e-08;
2019-11-28;12:24:40;0,0000e+00;4,6041e-08;
2019-11-28;12:24:50;0,0000e+00;4,6298e-08;
2019-11-28;12:25:00;0,0000e+00;4,6591e-08;
2019-11-28;12:25:10;0,0000e+00;4,6852e-08;
2019-11-28;12:25:20;0,0000e+00;4,7174e-08;
2019-11-28;12:25:30;0,0000e+00;4,7509e-08;
2019-11-28;12:25:40;0,0000e+00;4,7745e-08;
2019-11-28;12:25:50;0,0000e+00;4,8053e-08;
2019-11-28;12:26:00;0,0000e+00;4,8436e-08;
2019-11-28;12:26:10;0,0000e+00;4,8695e-08;
2019-11-28;12:26:20;0,0000e+00;4,8937e-08;
2019-11-28;12:26:30;0,0000e+00;4,9289e-08;
2019-11-28;12:26:40;0,0000e+00;4,9570e-08;
2019-11-28;12:26:50;0,0000e+00;4,9847e-08;
2019-11-28;12:27:00;0,0000e+00;5,0180e-08;
2019-11-28;12:27:10;0,0000e+00;5,0479e-08;
2019-11-28;12:27:20;0,0000e+00;5,0858e-08;
2019-11-28;12:27:30;0,0000e+00;5,1208e-08;
2019-11-28;12:27:40;0,0000e+00;5,1455e-08;
2019-11-28;12:27:50;0,0000e+00;5,1718e-08;
2019-11-28;12:28:00;0,0000e+00;5,2053e-08;
2019-11-28;12:28:10;0,0000e+00;5,2465e-08;
2019-11-28;12:28:20;0,0000e+00;5,2683e-08;
2019-11-28;12:28:30;0,0000e+00;5,3087e-08;
2019-11-28;12:28:40;0,0000e+00;5,3395e-08;
2019-11-28;12:28:50;0,0000e+00;5,3528e-08;
2019-11-28;12:29:00;0,0000e+00;5,4015e-08;
2019-11-28;12:29:10;0,0000e+00;5,4412e-08;
2019-11-28;12:29:20;0,0000e+00;5,4740e-08;
2019-11-28;12:29:30;0,0000e+00;5,5050e-08;
2019-11-28;12:29:40;0,0000e+00;5,5424e-08;
2019-11-28;12:29:50;0,0000e+00;5,5711e-08;
2019-11-28;12:30:00;0,0000e+00;5,6076e-08;
2019-11-28;12:30:10;0,0000e+00;5,6218e-08;
2019-11-28;12:30:20;0,0000e+00;5,6801e-08;
2019-11-28;12:30:30;0,0000e+00;5,7003e-08;
2019-11-28;12:30:40;0,0000e+00;5,7449e-08;
2019-11-28;12:30:50;0,0000e+00;5,7724e-08;
2019-11-28;12:31:00;0,0000e+00;5,8078e-08;
2019-11-28;12:31:10;0,0000e+00;5,8341e-08;
2019-11-28;12:31:20;0,0000e+00;5,8818e-08;
2019-11-28;12:31:30;0,0000e+00;5,9197e-08;
2019-11-28;12:31:40;0,0000e+00;5,9454e-08;
2019-11-28;12:31:50;0,0000e+00;5,9883e-08;
2019-11-28;12:32:00;0,0000e+00;6,0164e-08;
2019-11-28;12:32:10;0,0000e+00;6,0607e-08;
2019-11-28;12:32:20;0,0000e+00;6,0943e-08;
2019-11-28;12:32:30;0,0000e+00;6,1300e-08;
2019-11-28;12:32:40;0,0000e+00;6,1690e-08;
2019-11-28;12:32:50;0,0000e+00;6,2066e-08;
2019-11-28;12:33:00;0,0000e+00;6,2335e-08;
2019-11-28;12:33:10;0,0000e+00;6,2835e-08;
2019-11-28;12:33:20;0,0000e+00;6,3209e-08;
2019-11-28;12:33:30;0,0000e+00;6,3498e-08;
2019-11-28;12:33:40;0,0000e+00;6,3890e-08;
2019-11-28;12:33:50;0,0000e+00;6,4390e-08;
2019-11-28;12:34:00;0,0000e+00;6,4772e-08;
2019-11-28;12:34:10;0,0000e+00;6,5048e-08;
2019-11-28;12:34:20;0,0000e+00;6,5420e-08;
2019-11-28;12:34:30;0,0000e+00;6,5898e-08;
2019-11-28;12:34:40;0,0000e+00;6,6225e-08;
2019-11-28;12:34:50;0,0000e+00;6,6624e-08;
2019-11-28;12:35:00;0,0000e+00;6,7167e-08;
2019-11-28;12:35:10;0,0000e+00;6,7427e-08;
2019-11-28;12:35:20;0,0000e+00;6,7820e-08;
2019-11-28;12:35:30;0,0000e+00;6,8225e-08;
2019-11-28;12:35:40;0,0000e+00;6,8622e-08;
2019-11-28;12:35:50;0,0000e+00;6,8994e-08;
2019-11-28;12:36:00;0,0000e+00;6,9442e-08;
2019-11-28;12:36:10;0,0000e+00;6,9831e-08;
2019-11-28;12:36:20;0,0000e+00;7,0209e-08;
2019-11-28;12:36:30;0,0000e+00;7,0641e-08;
2019-11-28;12:36:40;0,0000e+00;7,1104e-08;
2019-11-28;12:36:50;0,0000e+00;7,1495e-08;
2019-11-28;12:37:00;0,0000e+00;7,2042e-08;
2019-11-28;12:37:10;0,0000e+00;7,2373e-08;
2019-11-28;12:37:20;0,0000e+00;7,2732e-08;
2019-11-28;12:37:30;0,0000e+00;7,3182e-08;
2019-11-28;12:37:40;0,0000e+00;7,3493e-08;
2019-11-28;12:37:50;0,0000e+00;7,4000e-08;
2019-11-28;12:38:00;0,0000e+00;7,4410e-08;
2019-11-28;12:38:10;0,0000e+00;7,4794e-08;
2019-11-28;12:38:20;0,0000e+00;7,5262e-08;
2019-11-28;12:38:30;0,0000e+00;7,5677e-08;
2019-11-28;12:38:40;0,0000e+00;7,6145e-08;
2019-11-28;12:38:50;0,0000e+00;7,6505e-08;
2019-11-28;12:39:00;0,0000e+00;7,6812e-08;
2019-11-28;12:39:10;0,0000e+00;7,7265e-08;
2019-11-28;12:39:20;0,0000e+00;7,7710e-08;
2019-11-28;12:39:30;0,0000e+00;7,8070e-08;
2019-11-28;12:39:40;0,0000e+00;7,8519e-08;
2019-11-28;12:39:50;0,0000e+00;7,8927e-08;
2019-11-28;12:40:00;0,0000e+00;7,9337e-08;
2019-11-28;12:40:10;0,0000e+00;7,9774e-08;
2019-11-28;12:40:20;0,0000e+00;8,0234e-08;
2019-11-28;12:40:30;0,0000e+00;8,0564e-08;
2019-11-28;12:40:40;0,0000e+00;8,1011e-08;
2019-11-28;12:40:50;0,0000e+00;8,1547e-08;
2019-11-28;12:41:00;0,0000e+00;8,1986e-08;
2019-11-28;12:41:10;0,0000e+00;8,2521e-08;
2019-11-28;12:41:20;0,0000e+00;8,2910e-08;
2019-11-28;12:41:30;0,0000e+00;8,3330e-08;
2019-11-28;12:41:40;0,0000e+00;8,3788e-08;
2019-11-28;12:41:50;0,0000e+00;8,4075e-08;
2019-11-28;12:42:00;0,0000e+00;8,4722e-08;
2019-11-28;12:42:10;0,0000e+00;8,5111e-08;
2019-11-28;12:42:20;0,0000e+00;8,5668e-08;
2019-11-28;12:42:30;0,0000e+00;8,5979e-08;
2019-11-28;12:42:40;0,0000e+00;8,6445e-08;
2019-11-28;12:42:50;0,0000e+00;8,6974e-08;
2019-11-28;12:43:00;0,0000e+00;8,7357e-08;
2019-11-28;12:43:10;0,0000e+00;8,7923e-08;
2019-11-28;12:43:20;0,0000e+00;8,8344e-08;
2019-11-28;12:43:30;0,0000e+00;8,8724e-08;
2019-11-28;12:43:40;0,0000e+00;8,9297e-08;
2019-11-28;12:43:50;0,0000e+00;8,9766e-08;
2019-11-28;12:44:00;0,0000e+00;9,0229e-08;
2019-11-28;12:44:10;0,0000e+00;9,0692e-08;
2019-11-28;12:44:20;0,0000e+00;9,1208e-08;
2019-11-28;12:44:30;0,0000e+00;9,1690e-08;
2019-11-28;12:44:40;0,0000e+00;9,2085e-08;
2019-11-28;12:44:50;0,0000e+00;9,2721e-08;
2019-11-28;12:45:00;0,0000e+00;9,3173e-08;
2019-11-28;12:45:10;0,0000e+00;9,3827e-08;
2019-11-28;12:45:20;0,0000e+00;9,4134e-08;
2019-11-28;12:45:30;0,0000e+00;9,4751e-08;
2019-11-28;12:45:40;0,0000e+00;9,5293e-08;
2019-11-28;12:45:50;0,0000e+00;9,5578e-08;
2019-11-28;12:46:00;0,0000e+00;9,6279e-08;
2019-11-28;12:46:10;0,0000e+00;9,6889e-08;
2019-11-28;12:46:20;0,0000e+00;9,7322e-08;
2019-11-28;12:46:30;0,0000e+00;9,7965e-08;
2019-11-28;12:46:40;0,0000e+00;9,8627e-08;
2019-11-28;12:46:50;0,0000e+00;9,9217e-08;
2019-11-28;12:47:00;0,0000e+00;9,9780e-08;
2019-11-28;12:47:10;0,0000e+00;1,0050e-07;
2019-11-28;12:47:20;0,0000e+00;1,0103e-07;
2019-11-28;12:47:30;0,0000e+00;1,0174e-07;
2019-11-28;12:47:40;0,0000e+00;1,0219e-07;
2019-11-28;12:47:50;0,0000e+00;1,0278e-07;
2019-11-28;12:48:00;0,0000e+00;1,0343e-07;
2019-11-28;12:48:10;0,0000e+00;1,0388e-07;
2019-11-28;12:48:20;0,0000e+00;1,0449e-07;
2019-11-28;12:48:30;0,0000e+00;1,0511e-07;
2019-11-28;12:48:40;0,0000e+00;1,0560e-07;
2019-11-28;12:48:50;0,0000e+00;1,0613e-07;
2019-11-28;12:49:00;0,0000e+00;1,0667e-07;
2019-11-28;12:49:10;0,0000e+00;1,0730e-07;
2019-11-28;12:49:20;0,0000e+00;1,0778e-07;
2019-11-28;12:49:30;0,0000e+00;1,0833e-07;
2019-11-28;12:49:40;0,0000e+00;1,0889e-07;
2019-11-28;12:49:50;0,0000e+00;1,0945e-07;
2019-11-28;12:50:00;0,0000e+00;1,1005e-07;
2019-11-28;12:50:10;0,0000e+00;1,1063e-07;
2019-11-28;12:50:20;0,0000e+00;1,1112e-07;
2019-11-28;12:50:30;0,0000e+00;1,1177e-07;
2019-11-28;12:50:40;0,0000e+00;1,1233e-07;
2019-11-28;12:50:50;0,0000e+00;1,1286e-07;
2019-11-28;12:51:00;0,0000e+00;1,1343e-07;
2019-11-28;12:51:10;0,0000e+00;1,1403e-07;
2019-11-28;12:51:20;0,0000e+00;1,1459e-07;
2019-11-28;12:51:30;0,0000e+00;1,1512e-07;
2019-11-28;12:51:40;0,0000e+00;1,1567e-07;
2019-11-28;12:51:50;0,0000e+00;1,1621e-07;
2019-11-28;12:52:00;0,0000e+00;1,1683e-07;
2019-11-28;12:52:10;0,0000e+00;1,1737e-07;
2019-11-28;12:52:20;0,0000e+00;1,1795e-07;
2019-11-28;12:52:30;0,0000e+00;1,1842e-07;
2019-11-28;12:52:40;0,0000e+00;1,1901e-07;
2019-11-28;12:52:50;0,0000e+00;1,1958e-07;
2019-11-28;12:53:00;0,0000e+00;1,2013e-07;
2019-11-28;12:53:10;0,0000e+00;1,2077e-07;
2019-11-28;12:53:20;0,0000e+00;1,2129e-07;
2019-11-28;12:53:30;0,0000e+00;1,2186e-07;
2019-11-28;12:53:40;0,0000e+00;1,2249e-07;
2019-11-28;12:53:50;0,0000e+00;1,2319e-07;
2019-11-28;12:54:00;0,0000e+00;1,2299e-07;
2019-11-28;12:54:10;0,0000e+00;1,2265e-07;
2019-11-28;12:54:20;0,0000e+00;1,2321e-07;
2019-11-28;12:54:30;0,0000e+00;1,2421e-07;
2019-11-28;12:54:40;0,0000e+00;1,2517e-07;
2019-11-28;12:54:50;0,0000e+00;1,2583e-07;
2019-11-28;12:55:00;0,0000e+00;1,2637e-07;
2019-11-28;12:55:10;0,0000e+00;1,2684e-07;
2019-11-28;12:55:20;0,0000e+00;1,2741e-07;
2019-11-28;12:55:30;0,0000e+00;1,2808e-07;
2019-11-28;12:55:40;0,0000e+00;1,2854e-07;
2019-11-28;12:55:50;0,0000e+00;1,2912e-07;
2019-11-28;12:56:00;0,0000e+00;1,2974e-07;
2019-11-28;12:56:10;0,0000e+00;1,3034e-07;
2019-11-28;12:56:20;0,0000e+00;1,3081e-07;
2019-11-28;12:56:30;0,0000e+00;1,3143e-07;
2019-11-28;12:56:40;0,0000e+00;1,3208e-07;
2019-11-28;12:56:50;0,0000e+00;1,3262e-07;
2019-11-28;12:57:00;0,0000e+00;1,3316e-07;
2019-11-28;12:57:10;0,0000e+00;1,3369e-07;
2019-11-28;12:57:20;0,0000e+00;1,3420e-07;
2019-11-28;12:57:30;0,0000e+00;1,3484e-07;
2019-11-28;12:57:40;0,0000e+00;1,3542e-07;
2019-11-28;12:57:50;0,0000e+00;1,3588e-07;
2019-11-28;12:58:00;0,0000e+00;1,3664e-07;
2019-11-28;12:58:10;0,0000e+00;1,3728e-07;
2019-11-28;12:58:20;0,0000e+00;1,3790e-07;
2019-11-28;12:58:30;0,0000e+00;1,3861e-07;
2019-11-28;12:58:40;0,0000e+00;1,3929e-07;
2019-11-28;12:58:50;0,0000e+00;1,3998e-07;
2019-11-28;12:59:00;0,0000e+00;1,4062e-07;
2019-11-28;12:59:10;0,0000e+00;1,4118e-07;
2019-11-28;12:59:20;0,0000e+00;1,4183e-07;
2019-11-28;12:59:30;0,0000e+00;1,4240e-07;
2019-11-28;12:59:40;0,0000e+00;1,4307e-07;
2019-11-28;12:59:50;0,0000e+00;1,4370e-07;
2019-11-28;13:00:00;0,0000e+00;1,4420e-07;
2019-11-28;13:00:10;0,0000e+00;1,4479e-07;
2019-11-28;13:00:20;0,0000e+00;1,4536e-07;
2019-11-28;13:00:30;0,0000e+00;1,4597e-07;
2019-11-28;13:00:40;0,0000e+00;1,4644e-07;
2019-11-28;13:00:50;0,0000e+00;1,4718e-07;
2019-11-28;13:01:00;0,0000e+00;1,4770e-07;
2019-11-28;13:01:10;0,0000e+00;1,4828e-07;
2019-11-28;13:01:20;0,0000e+00;1,4878e-07;
2019-11-28;13:01:30;0,0000e+00;1,4928e-07;
2019-11-28;13:01:40;0,0000e+00;1,4998e-07;
2019-11-28;13:01:50;0,0000e+00;1,5033e-07;
