sep=;
Hersteller:;Pfeiffer-Vacuum
Gerät:;TPG362
Artikelnummer:;PT G28 290
Seriennummer:;44992684
Firmware Version:;010500
Dateiname:;OIPT LA_20250319_061831.csv
Datum / Zeit:;2025-03-19  06:18
Messintervall:;10s
Sensor 1:;PKR
Sensor 2:;KEIN SENSOR
Datum;Zeit;Sensor 1 [mBar];Sensor 2 [mBar];
2025-03-19;07:29:45;3,8846e-08;0,0000e+00;
2025-03-19;07:29:55;3,8851e-08;0,0000e+00;
2025-03-19;07:30:05;3,8813e-08;0,0000e+00;
2025-03-19;07:30:15;3,8812e-08;0,0000e+00;
2025-03-19;07:30:25;3,8796e-08;0,0000e+00;
2025-03-19;07:30:35;3,8799e-08;0,0000e+00;
2025-03-19;07:30:45;3,8750e-08;0,0000e+00;
2025-03-19;07:30:55;3,8741e-08;0,0000e+00;
2025-03-19;07:31:05;3,8703e-08;0,0000e+00;
2025-03-19;07:31:15;3,8724e-08;0,0000e+00;
2025-03-19;07:31:25;3,8686e-08;0,0000e+00;
2025-03-19;07:31:35;3,8694e-08;0,0000e+00;
2025-03-19;07:31:45;3,8684e-08;0,0000e+00;
2025-03-19;07:31:55;3,8652e-08;0,0000e+00;
2025-03-19;07:32:05;3,8630e-08;0,0000e+00;
2025-03-19;07:32:15;3,8627e-08;0,0000e+00;
2025-03-19;07:32:25;3,8607e-08;0,0000e+00;
2025-03-19;07:32:35;3,8577e-08;0,0000e+00;
2025-03-19;07:32:45;3,8626e-08;0,0000e+00;
2025-03-19;07:32:55;3,8611e-08;0,0000e+00;
2025-03-19;07:33:05;3,8578e-08;0,0000e+00;
2025-03-19;07:33:15;8,7789e-08;0,0000e+00;
2025-03-19;07:33:25;1,7492e-07;0,0000e+00;
2025-03-19;07:33:35;2,7427e-07;0,0000e+00;
2025-03-19;07:33:45;3,7425e-07;0,0000e+00;
2025-03-19;07:33:55;4,6762e-07;0,0000e+00;
2025-03-19;07:34:05;5,5880e-07;0,0000e+00;
2025-03-19;07:34:15;6,4830e-07;0,0000e+00;
2025-03-19;07:34:25;7,3700e-07;0,0000e+00;
2025-03-19;07:34:35;8,2369e-07;0,0000e+00;
2025-03-19;07:34:45;9,0940e-07;0,0000e+00;
2025-03-19;07:34:55;9,9444e-07;0,0000e+00;
2025-03-19;07:35:05;1,0791e-06;0,0000e+00;
2025-03-19;07:35:15;1,1625e-06;0,0000e+00;
2025-03-19;07:35:25;1,2462e-06;0,0000e+00;
2025-03-19;07:35:35;1,3485e-06;0,0000e+00;
2025-03-19;07:35:45;1,4328e-06;0,0000e+00;
2025-03-19;07:35:55;1,5164e-06;0,0000e+00;
2025-03-19;07:36:05;1,5981e-06;0,0000e+00;
2025-03-19;07:36:15;1,6745e-06;0,0000e+00;
2025-03-19;07:36:25;1,7522e-06;0,0000e+00;
2025-03-19;07:36:35;1,8316e-06;0,0000e+00;
2025-03-19;07:36:45;1,9129e-06;0,0000e+00;
2025-03-19;07:36:55;1,9917e-06;0,0000e+00;
2025-03-19;07:37:05;2,0720e-06;0,0000e+00;
2025-03-19;07:37:15;2,1510e-06;0,0000e+00;
2025-03-19;07:37:25;2,2304e-06;0,0000e+00;
2025-03-19;07:37:35;2,3103e-06;0,0000e+00;
2025-03-19;07:37:45;2,3889e-06;0,0000e+00;
2025-03-19;07:37:55;2,4697e-06;0,0000e+00;
2025-03-19;07:38:05;2,5470e-06;0,0000e+00;
2025-03-19;07:38:15;2,6266e-06;0,0000e+00;
2025-03-19;07:38:25;2,7058e-06;0,0000e+00;
2025-03-19;07:38:35;2,7856e-06;0,0000e+00;
2025-03-19;07:38:45;2,8645e-06;0,0000e+00;
2025-03-19;07:38:55;2,9512e-06;0,0000e+00;
2025-03-19;07:39:05;3,0330e-06;0,0000e+00;
2025-03-19;07:39:15;3,1137e-06;0,0000e+00;
2025-03-19;07:39:25;3,1945e-06;0,0000e+00;
2025-03-19;07:39:35;3,2751e-06;0,0000e+00;
2025-03-19;07:39:45;3,3563e-06;0,0000e+00;
2025-03-19;07:39:55;3,4373e-06;0,0000e+00;
2025-03-19;07:40:05;3,5183e-06;0,0000e+00;
2025-03-19;07:40:15;3,6005e-06;0,0000e+00;
2025-03-19;07:40:25;3,6770e-06;0,0000e+00;
2025-03-19;07:40:35;3,7607e-06;0,0000e+00;
2025-03-19;07:40:45;3,8372e-06;0,0000e+00;
2025-03-19;07:40:55;3,9179e-06;0,0000e+00;
2025-03-19;07:41:05;4,0011e-06;0,0000e+00;
2025-03-19;07:41:15;4,0780e-06;0,0000e+00;
2025-03-19;07:41:25;4,1574e-06;0,0000e+00;
2025-03-19;07:41:35;4,2427e-06;0,0000e+00;
2025-03-19;07:41:45;4,3205e-06;0,0000e+00;
2025-03-19;07:41:55;4,4056e-06;0,0000e+00;
2025-03-19;07:42:05;4,4832e-06;0,0000e+00;
2025-03-19;07:42:15;4,5655e-06;0,0000e+00;
2025-03-19;07:42:25;4,6439e-06;0,0000e+00;
2025-03-19;07:42:35;4,7232e-06;0,0000e+00;
2025-03-19;07:42:45;4,8106e-06;0,0000e+00;
2025-03-19;07:42:55;4,8869e-06;0,0000e+00;
2025-03-19;07:43:05;4,9708e-06;0,0000e+00;
2025-03-19;07:43:15;5,0510e-06;0,0000e+00;
2025-03-19;07:43:25;5,1360e-06;0,0000e+00;
2025-03-19;07:43:35;5,2125e-06;0,0000e+00;
2025-03-19;07:43:45;5,2958e-06;0,0000e+00;
2025-03-19;07:43:55;5,3713e-06;0,0000e+00;
2025-03-19;07:44:05;5,4529e-06;0,0000e+00;
2025-03-19;07:44:15;5,5358e-06;0,0000e+00;
2025-03-19;07:44:25;5,6184e-06;0,0000e+00;
2025-03-19;07:44:35;5,6952e-06;0,0000e+00;
2025-03-19;07:44:45;5,7744e-06;0,0000e+00;
2025-03-19;07:44:55;5,8520e-06;0,0000e+00;
2025-03-19;07:45:05;5,9326e-06;0,0000e+00;
2025-03-19;07:45:15;6,0158e-06;0,0000e+00;
2025-03-19;07:45:25;6,0905e-06;0,0000e+00;
2025-03-19;07:45:35;6,1726e-06;0,0000e+00;
2025-03-19;07:45:45;6,2525e-06;0,0000e+00;
2025-03-19;07:45:55;6,3323e-06;0,0000e+00;
2025-03-19;07:46:05;6,4101e-06;0,0000e+00;
2025-03-19;07:46:15;6,4855e-06;0,0000e+00;
2025-03-19;07:46:25;6,5648e-06;0,0000e+00;
2025-03-19;07:46:35;6,6444e-06;0,0000e+00;
2025-03-19;07:46:45;6,7176e-06;0,0000e+00;
2025-03-19;07:46:55;6,7997e-06;0,0000e+00;
2025-03-19;07:47:05;6,8744e-06;0,0000e+00;
2025-03-19;07:47:15;6,9570e-06;0,0000e+00;
2025-03-19;07:47:25;7,0270e-06;0,0000e+00;
2025-03-19;07:47:35;7,1012e-06;0,0000e+00;
2025-03-19;07:47:45;7,1790e-06;0,0000e+00;
2025-03-19;07:47:55;7,2550e-06;0,0000e+00;
2025-03-19;07:48:05;7,3282e-06;0,0000e+00;
2025-03-19;07:48:15;7,4047e-06;0,0000e+00;
2025-03-19;07:48:25;7,4792e-06;0,0000e+00;
2025-03-19;07:48:35;7,5527e-06;0,0000e+00;
2025-03-19;07:48:45;7,6230e-06;0,0000e+00;
2025-03-19;07:48:55;7,6937e-06;0,0000e+00;
2025-03-19;07:49:05;7,7699e-06;0,0000e+00;
2025-03-19;07:49:15;7,8405e-06;0,0000e+00;
2025-03-19;07:49:25;7,9154e-06;0,0000e+00;
2025-03-19;07:49:35;7,9853e-06;0,0000e+00;
2025-03-19;07:49:45;8,0582e-06;0,0000e+00;
2025-03-19;07:49:55;8,1324e-06;0,0000e+00;
2025-03-19;07:50:05;8,1996e-06;0,0000e+00;
2025-03-19;07:50:15;8,2770e-06;0,0000e+00;
2025-03-19;07:50:25;8,3449e-06;0,0000e+00;
2025-03-19;07:50:35;8,4186e-06;0,0000e+00;
2025-03-19;07:50:45;8,4878e-06;0,0000e+00;
2025-03-19;07:50:55;8,5620e-06;0,0000e+00;
2025-03-19;07:51:05;8,6341e-06;0,0000e+00;
2025-03-19;07:51:15;8,7015e-06;0,0000e+00;
2025-03-19;07:51:25;8,7739e-06;0,0000e+00;
2025-03-19;07:51:35;8,8453e-06;0,0000e+00;
2025-03-19;07:51:45;8,9180e-06;0,0000e+00;
2025-03-19;07:51:55;8,9870e-06;0,0000e+00;
2025-03-19;07:52:05;9,0577e-06;0,0000e+00;
2025-03-19;07:52:15;9,1364e-06;0,0000e+00;
2025-03-19;07:52:25;9,2000e-06;0,0000e+00;
2025-03-19;07:52:35;9,2733e-06;0,0000e+00;
2025-03-19;07:52:45;9,3490e-06;0,0000e+00;
2025-03-19;07:52:55;9,4091e-06;0,0000e+00;
2025-03-19;07:53:05;9,4861e-06;0,0000e+00;
2025-03-19;07:53:15;9,5591e-06;0,0000e+00;
2025-03-19;07:53:25;9,6258e-06;0,0000e+00;
2025-03-19;07:53:35;9,7001e-06;0,0000e+00;
2025-03-19;07:53:45;9,7640e-06;0,0000e+00;
2025-03-19;07:53:55;9,8399e-06;0,0000e+00;
2025-03-19;07:54:05;9,9106e-06;0,0000e+00;
2025-03-19;07:54:15;9,9761e-06;0,0000e+00;
2025-03-19;07:54:25;1,0050e-05;0,0000e+00;
2025-03-19;07:54:35;1,0117e-05;0,0000e+00;
2025-03-19;07:54:45;1,0188e-05;0,0000e+00;
2025-03-19;07:54:55;1,0247e-05;0,0000e+00;
2025-03-19;07:55:05;1,0320e-05;0,0000e+00;
2025-03-19;07:55:15;1,0396e-05;0,0000e+00;
2025-03-19;07:55:25;1,0461e-05;0,0000e+00;
2025-03-19;07:55:35;1,0535e-05;0,0000e+00;
2025-03-19;07:55:45;1,0602e-05;0,0000e+00;
2025-03-19;07:55:55;1,0666e-05;0,0000e+00;
2025-03-19;07:56:05;1,0731e-05;0,0000e+00;
2025-03-19;07:56:15;1,0795e-05;0,0000e+00;
2025-03-19;07:56:25;1,0864e-05;0,0000e+00;
2025-03-19;07:56:35;1,0935e-05;0,0000e+00;
2025-03-19;07:56:45;1,0995e-05;0,0000e+00;
2025-03-19;07:56:55;1,1071e-05;0,0000e+00;
2025-03-19;07:57:05;1,1136e-05;0,0000e+00;
2025-03-19;07:57:15;1,1199e-05;0,0000e+00;
2025-03-19;07:57:25;1,1267e-05;0,0000e+00;
2025-03-19;07:57:35;1,1336e-05;0,0000e+00;
2025-03-19;07:57:45;1,1398e-05;0,0000e+00;
2025-03-19;07:57:55;1,1467e-05;0,0000e+00;
2025-03-19;07:58:05;1,1528e-05;0,0000e+00;
2025-03-19;07:58:15;1,1596e-05;0,0000e+00;
2025-03-19;07:58:25;1,1659e-05;0,0000e+00;
2025-03-19;07:58:35;1,1726e-05;0,0000e+00;
2025-03-19;07:58:45;1,1792e-05;0,0000e+00;
2025-03-19;07:58:55;1,1854e-05;0,0000e+00;
2025-03-19;07:59:05;1,1914e-05;0,0000e+00;
2025-03-19;07:59:15;1,1984e-05;0,0000e+00;
2025-03-19;07:59:25;1,2053e-05;0,0000e+00;
2025-03-19;07:59:35;1,2105e-05;0,0000e+00;
2025-03-19;07:59:45;1,2175e-05;0,0000e+00;
2025-03-19;07:59:55;1,2240e-05;0,0000e+00;
2025-03-19;08:00:05;1,2305e-05;0,0000e+00;
2025-03-19;08:00:15;1,2372e-05;0,0000e+00;
2025-03-19;08:00:25;1,2435e-05;0,0000e+00;
2025-03-19;08:00:35;1,2495e-05;0,0000e+00;
2025-03-19;08:00:45;1,2557e-05;0,0000e+00;
2025-03-19;08:00:55;1,2626e-05;0,0000e+00;
2025-03-19;08:01:05;1,2685e-05;0,0000e+00;
2025-03-19;08:01:15;1,2751e-05;0,0000e+00;
2025-03-19;08:01:25;1,2818e-05;0,0000e+00;
2025-03-19;08:01:35;1,2873e-05;0,0000e+00;
2025-03-19;08:01:45;1,2937e-05;0,0000e+00;
2025-03-19;08:01:55;1,2996e-05;0,0000e+00;
2025-03-19;08:02:05;1,3060e-05;0,0000e+00;
2025-03-19;08:02:15;1,3126e-05;0,0000e+00;
2025-03-19;08:02:25;1,3182e-05;0,0000e+00;
2025-03-19;08:02:35;1,3250e-05;0,0000e+00;
2025-03-19;08:02:45;1,3309e-05;0,0000e+00;
2025-03-19;08:02:55;1,3364e-05;0,0000e+00;
2025-03-19;08:03:05;1,3435e-05;0,0000e+00;
2025-03-19;08:03:15;1,3498e-05;0,0000e+00;
2025-03-19;08:03:25;1,3554e-05;0,0000e+00;
2025-03-19;08:03:35;1,3619e-05;0,0000e+00;
2025-03-19;08:03:45;1,3681e-05;0,0000e+00;
2025-03-19;08:03:55;1,3740e-05;0,0000e+00;
2025-03-19;08:04:05;1,3800e-05;0,0000e+00;
2025-03-19;08:04:15;1,3864e-05;0,0000e+00;
2025-03-19;08:04:25;1,3915e-05;0,0000e+00;
2025-03-19;08:04:35;1,3986e-05;0,0000e+00;
2025-03-19;08:04:45;1,4045e-05;0,0000e+00;
2025-03-19;08:04:55;1,4101e-05;0,0000e+00;
2025-03-19;08:05:05;1,4176e-05;0,0000e+00;
2025-03-19;08:05:15;1,4230e-05;0,0000e+00;
2025-03-19;08:05:25;1,4285e-05;0,0000e+00;
2025-03-19;08:05:35;1,4346e-05;0,0000e+00;
2025-03-19;08:05:45;1,4407e-05;0,0000e+00;
2025-03-19;08:05:55;1,4471e-05;0,0000e+00;
2025-03-19;08:06:05;1,4526e-05;0,0000e+00;
2025-03-19;08:06:15;1,4588e-05;0,0000e+00;
2025-03-19;08:06:25;1,4644e-05;0,0000e+00;
2025-03-19;08:06:35;1,4711e-05;0,0000e+00;
2025-03-19;08:06:45;1,4763e-05;0,0000e+00;
2025-03-19;08:06:55;1,4826e-05;0,0000e+00;
2025-03-19;08:07:05;1,4887e-05;0,0000e+00;
2025-03-19;08:07:15;1,4940e-05;0,0000e+00;
2025-03-19;08:07:25;1,5001e-05;0,0000e+00;
2025-03-19;08:07:35;1,5057e-05;0,0000e+00;
2025-03-19;08:07:45;1,5110e-05;0,0000e+00;
2025-03-19;08:07:55;1,5172e-05;0,0000e+00;
2025-03-19;08:08:05;1,5242e-05;0,0000e+00;
2025-03-19;08:08:15;1,5291e-05;0,0000e+00;
2025-03-19;08:08:25;1,5347e-05;0,0000e+00;
2025-03-19;08:08:35;1,5406e-05;0,0000e+00;
2025-03-19;08:08:45;1,5466e-05;0,0000e+00;
2025-03-19;08:08:55;1,5513e-05;0,0000e+00;
2025-03-19;08:09:05;1,5576e-05;0,0000e+00;
2025-03-19;08:09:15;1,5634e-05;0,0000e+00;
2025-03-19;08:09:25;1,5691e-05;0,0000e+00;
2025-03-19;08:09:35;1,5754e-05;0,0000e+00;
2025-03-19;08:09:45;1,5809e-05;0,0000e+00;
2025-03-19;08:09:55;1,5858e-05;0,0000e+00;
2025-03-19;08:10:05;1,5930e-05;0,0000e+00;
2025-03-19;08:10:15;1,5971e-05;0,0000e+00;
2025-03-19;08:10:25;1,6035e-05;0,0000e+00;
2025-03-19;08:10:35;1,6088e-05;0,0000e+00;
2025-03-19;08:10:45;1,6131e-05;0,0000e+00;
2025-03-19;08:10:55;1,6196e-05;0,0000e+00;
2025-03-19;08:11:05;1,6255e-05;0,0000e+00;
2025-03-19;08:11:15;1,6310e-05;0,0000e+00;
2025-03-19;08:11:25;1,6368e-05;0,0000e+00;
2025-03-19;08:11:35;1,6428e-05;0,0000e+00;
2025-03-19;08:11:45;1,6476e-05;0,0000e+00;
2025-03-19;08:11:55;1,6535e-05;0,0000e+00;
2025-03-19;08:12:05;1,6589e-05;0,0000e+00;
2025-03-19;08:12:15;1,6637e-05;0,0000e+00;
2025-03-19;08:12:25;1,6703e-05;0,0000e+00;
2025-03-19;08:12:35;1,6751e-05;0,0000e+00;
2025-03-19;08:12:45;1,6805e-05;0,0000e+00;
2025-03-19;08:12:55;1,6856e-05;0,0000e+00;
2025-03-19;08:13:05;1,6910e-05;0,0000e+00;
2025-03-19;08:13:15;1,6975e-05;0,0000e+00;
2025-03-19;08:13:25;1,7028e-05;0,0000e+00;
2025-03-19;08:13:35;1,7081e-05;0,0000e+00;
2025-03-19;08:13:45;1,7128e-05;0,0000e+00;
2025-03-19;08:13:55;1,7184e-05;0,0000e+00;
2025-03-19;08:14:05;1,7222e-05;0,0000e+00;
2025-03-19;08:14:15;1,7287e-05;0,0000e+00;
2025-03-19;08:14:25;1,7346e-05;0,0000e+00;
2025-03-19;08:14:35;1,7392e-05;0,0000e+00;
2025-03-19;08:14:45;1,7442e-05;0,0000e+00;
2025-03-19;08:14:55;1,7506e-05;0,0000e+00;
2025-03-19;08:15:05;1,7554e-05;0,0000e+00;
2025-03-19;08:15:15;1,7612e-05;0,0000e+00;
2025-03-19;08:15:25;1,7644e-05;0,0000e+00;
2025-03-19;08:15:35;1,7709e-05;0,0000e+00;
2025-03-19;08:15:45;1,7762e-05;0,0000e+00;
2025-03-19;08:15:55;1,7814e-05;0,0000e+00;
2025-03-19;08:16:05;1,7867e-05;0,0000e+00;
2025-03-19;08:16:15;1,7919e-05;0,0000e+00;
2025-03-19;08:16:25;1,7973e-05;0,0000e+00;
2025-03-19;08:16:35;1,8039e-05;0,0000e+00;
2025-03-19;08:16:45;1,8085e-05;0,0000e+00;
2025-03-19;08:16:55;1,8146e-05;0,0000e+00;
2025-03-19;08:17:05;1,8192e-05;0,0000e+00;
2025-03-19;08:17:15;1,8228e-05;0,0000e+00;
2025-03-19;08:17:25;1,8300e-05;0,0000e+00;
2025-03-19;08:17:35;1,8344e-05;0,0000e+00;
2025-03-19;08:17:45;1,8391e-05;0,0000e+00;
2025-03-19;08:17:55;1,8438e-05;0,0000e+00;
2025-03-19;08:18:05;1,8509e-05;0,0000e+00;
2025-03-19;08:18:15;1,8549e-05;0,0000e+00;
2025-03-19;08:18:25;1,8615e-05;0,0000e+00;
2025-03-19;08:18:35;1,8660e-05;0,0000e+00;
2025-03-19;08:18:45;1,8712e-05;0,0000e+00;
2025-03-19;08:18:55;1,8764e-05;0,0000e+00;
2025-03-19;08:19:05;1,8818e-05;0,0000e+00;
2025-03-19;08:19:15;1,8869e-05;0,0000e+00;
2025-03-19;08:19:25;1,8919e-05;0,0000e+00;
2025-03-19;08:19:35;1,8986e-05;0,0000e+00;
2025-03-19;08:19:45;1,9041e-05;0,0000e+00;
2025-03-19;08:19:55;1,9088e-05;0,0000e+00;
2025-03-19;08:20:05;1,9147e-05;0,0000e+00;
2025-03-19;08:20:15;1,9190e-05;0,0000e+00;
2025-03-19;08:20:25;1,9242e-05;0,0000e+00;
2025-03-19;08:20:35;1,9306e-05;0,0000e+00;
2025-03-19;08:20:45;1,9359e-05;0,0000e+00;
2025-03-19;08:20:55;1,9415e-05;0,0000e+00;
2025-03-19;08:21:05;1,9460e-05;0,0000e+00;
2025-03-19;08:21:15;1,9515e-05;0,0000e+00;
2025-03-19;08:21:25;1,9570e-05;0,0000e+00;
2025-03-19;08:21:35;1,9621e-05;0,0000e+00;
2025-03-19;08:21:45;1,9676e-05;0,0000e+00;
2025-03-19;08:21:55;1,9743e-05;0,0000e+00;
2025-03-19;08:22:05;1,9793e-05;0,0000e+00;
2025-03-19;08:22:15;1,9852e-05;0,0000e+00;
2025-03-19;08:22:25;1,9899e-05;0,0000e+00;
2025-03-19;08:22:35;1,9954e-05;0,0000e+00;
2025-03-19;08:22:45;2,0003e-05;0,0000e+00;
2025-03-19;08:22:55;2,0067e-05;0,0000e+00;
2025-03-19;08:23:05;2,0112e-05;0,0000e+00;
2025-03-19;08:23:15;2,0173e-05;0,0000e+00;
2025-03-19;08:23:25;2,0225e-05;0,0000e+00;
2025-03-19;08:23:35;2,0295e-05;0,0000e+00;
2025-03-19;08:23:45;2,0343e-05;0,0000e+00;
2025-03-19;08:23:55;2,0401e-05;0,0000e+00;
2025-03-19;08:24:05;2,0453e-05;0,0000e+00;
2025-03-19;08:24:15;2,0514e-05;0,0000e+00;
2025-03-19;08:24:25;2,0555e-05;0,0000e+00;
2025-03-19;08:24:35;2,0607e-05;0,0000e+00;
2025-03-19;08:24:45;2,0663e-05;0,0000e+00;
2025-03-19;08:24:55;2,0726e-05;0,0000e+00;
2025-03-19;08:25:05;2,0783e-05;0,0000e+00;
2025-03-19;08:25:15;2,0839e-05;0,0000e+00;
2025-03-19;08:25:25;2,0910e-05;0,0000e+00;
2025-03-19;08:25:35;2,0942e-05;0,0000e+00;
2025-03-19;08:25:45;2,1002e-05;0,0000e+00;
2025-03-19;08:25:55;2,1071e-05;0,0000e+00;
2025-03-19;08:26:05;2,1106e-05;0,0000e+00;
2025-03-19;08:26:15;2,1174e-05;0,0000e+00;
2025-03-19;08:26:25;2,1227e-05;0,0000e+00;
2025-03-19;08:26:35;2,1278e-05;0,0000e+00;
2025-03-19;08:26:45;2,1335e-05;0,0000e+00;
2025-03-19;08:26:55;2,1376e-05;0,0000e+00;
2025-03-19;08:27:05;2,1443e-05;0,0000e+00;
2025-03-19;08:27:15;2,1509e-05;0,0000e+00;
2025-03-19;08:27:25;2,1571e-05;0,0000e+00;
2025-03-19;08:27:35;2,1625e-05;0,0000e+00;
2025-03-19;08:27:45;2,1663e-05;0,0000e+00;
2025-03-19;08:27:55;2,1727e-05;0,0000e+00;
2025-03-19;08:28:05;2,1784e-05;0,0000e+00;
2025-03-19;08:28:15;2,1858e-05;0,0000e+00;
2025-03-19;08:28:25;2,1894e-05;0,0000e+00;
2025-03-19;08:28:35;2,1955e-05;0,0000e+00;
2025-03-19;08:28:45;2,2016e-05;0,0000e+00;
2025-03-19;08:28:55;2,2057e-05;0,0000e+00;
2025-03-19;08:29:05;2,2124e-05;0,0000e+00;
2025-03-19;08:29:15;2,2164e-05;0,0000e+00;
2025-03-19;08:29:25;2,2235e-05;0,0000e+00;
2025-03-19;08:29:35;2,2293e-05;0,0000e+00;
2025-03-19;08:29:45;2,2341e-05;0,0000e+00;
2025-03-19;08:29:55;2,2390e-05;0,0000e+00;
2025-03-19;08:30:05;2,2438e-05;0,0000e+00;
2025-03-19;08:30:15;2,2519e-05;0,0000e+00;
2025-03-19;08:30:25;2,2555e-05;0,0000e+00;
2025-03-19;08:30:35;2,2619e-05;0,0000e+00;
2025-03-19;08:30:45;2,2673e-05;0,0000e+00;
2025-03-19;08:30:55;2,2731e-05;0,0000e+00;
2025-03-19;08:31:05;2,2790e-05;0,0000e+00;
2025-03-19;08:31:15;2,2846e-05;0,0000e+00;
2025-03-19;08:31:25;2,2902e-05;0,0000e+00;
2025-03-19;08:31:35;2,2952e-05;0,0000e+00;
2025-03-19;08:31:45;2,2996e-05;0,0000e+00;
2025-03-19;08:31:55;2,3049e-05;0,0000e+00;
2025-03-19;08:32:05;2,3110e-05;0,0000e+00;
2025-03-19;08:32:15;2,3189e-05;0,0000e+00;
2025-03-19;08:32:25;2,3220e-05;0,0000e+00;
2025-03-19;08:32:35;2,3281e-05;0,0000e+00;
2025-03-19;08:32:45;2,3342e-05;0,0000e+00;
2025-03-19;08:32:55;2,3396e-05;0,0000e+00;
2025-03-19;08:33:05;2,3446e-05;0,0000e+00;
2025-03-19;08:33:15;2,3500e-05;0,0000e+00;
2025-03-19;08:33:25;2,3548e-05;0,0000e+00;
2025-03-19;08:33:35;2,3627e-05;0,0000e+00;
2025-03-19;08:33:45;2,3677e-05;0,0000e+00;
2025-03-19;08:33:55;2,3727e-05;0,0000e+00;
2025-03-19;08:34:05;2,3771e-05;0,0000e+00;
2025-03-19;08:34:15;2,3840e-05;0,0000e+00;
2025-03-19;08:34:25;2,3888e-05;0,0000e+00;
2025-03-19;08:34:35;2,3944e-05;0,0000e+00;
2025-03-19;08:34:45;2,4014e-05;0,0000e+00;
2025-03-19;08:34:55;2,4044e-05;0,0000e+00;
2025-03-19;08:35:05;2,4101e-05;0,0000e+00;
2025-03-19;08:35:15;2,4172e-05;0,0000e+00;
2025-03-19;08:35:25;2,4229e-05;0,0000e+00;
2025-03-19;08:35:35;2,4267e-05;0,0000e+00;
2025-03-19;08:35:45;2,4327e-05;0,0000e+00;
2025-03-19;08:35:55;2,4380e-05;0,0000e+00;
2025-03-19;08:36:05;2,4438e-05;0,0000e+00;
2025-03-19;08:36:15;2,4503e-05;0,0000e+00;
2025-03-19;08:36:25;2,4557e-05;0,0000e+00;
2025-03-19;08:36:35;2,4601e-05;0,0000e+00;
2025-03-19;08:36:45;2,4661e-05;0,0000e+00;
2025-03-19;08:36:55;2,4709e-05;0,0000e+00;
2025-03-19;08:37:05;2,4774e-05;0,0000e+00;
2025-03-19;08:37:15;2,4819e-05;0,0000e+00;
2025-03-19;08:37:25;2,4870e-05;0,0000e+00;
2025-03-19;08:37:35;2,4927e-05;0,0000e+00;
2025-03-19;08:37:45;2,4986e-05;0,0000e+00;
2025-03-19;08:37:55;2,5042e-05;0,0000e+00;
2025-03-19;08:38:05;2,5088e-05;0,0000e+00;
2025-03-19;08:38:15;2,5136e-05;0,0000e+00;
2025-03-19;08:38:25;2,5203e-05;0,0000e+00;
2025-03-19;08:38:35;2,5254e-05;0,0000e+00;
2025-03-19;08:38:45;2,5322e-05;0,0000e+00;
2025-03-19;08:38:55;2,5358e-05;0,0000e+00;
2025-03-19;08:39:05;2,5436e-05;0,0000e+00;
2025-03-19;08:39:15;2,5479e-05;0,0000e+00;
2025-03-19;08:39:25;2,5546e-05;0,0000e+00;
2025-03-19;08:39:35;2,5590e-05;0,0000e+00;
2025-03-19;08:39:45;2,5645e-05;0,0000e+00;
2025-03-19;08:39:55;2,5686e-05;0,0000e+00;
2025-03-19;08:40:05;2,5745e-05;0,0000e+00;
2025-03-19;08:40:15;2,5811e-05;0,0000e+00;
2025-03-19;08:40:25;2,5856e-05;0,0000e+00;
2025-03-19;08:40:35;2,5912e-05;0,0000e+00;
2025-03-19;08:40:45;2,5961e-05;0,0000e+00;
2025-03-19;08:40:55;2,6008e-05;0,0000e+00;
2025-03-19;08:41:05;2,6076e-05;0,0000e+00;
2025-03-19;08:41:15;2,6138e-05;0,0000e+00;
2025-03-19;08:41:25;2,6166e-05;0,0000e+00;
2025-03-19;08:41:35;2,6243e-05;0,0000e+00;
2025-03-19;08:41:45;2,6280e-05;0,0000e+00;
2025-03-19;08:41:55;2,6339e-05;0,0000e+00;
2025-03-19;08:42:05;2,6383e-05;0,0000e+00;
2025-03-19;08:42:15;2,6437e-05;0,0000e+00;
2025-03-19;08:42:25;2,6512e-05;0,0000e+00;
2025-03-19;08:42:35;2,6560e-05;0,0000e+00;
2025-03-19;08:42:45;2,6592e-05;0,0000e+00;
2025-03-19;08:42:55;2,6648e-05;0,0000e+00;
2025-03-19;08:43:05;2,6712e-05;0,0000e+00;
2025-03-19;08:43:15;2,6774e-05;0,0000e+00;
2025-03-19;08:43:25;2,6825e-05;0,0000e+00;
2025-03-19;08:43:35;2,6878e-05;0,0000e+00;
2025-03-19;08:43:45;2,6925e-05;0,0000e+00;
2025-03-19;08:43:55;2,6989e-05;0,0000e+00;
2025-03-19;08:44:05;2,7053e-05;0,0000e+00;
2025-03-19;08:44:15;2,7094e-05;0,0000e+00;
2025-03-19;08:44:25;2,7151e-05;0,0000e+00;
2025-03-19;08:44:35;2,7205e-05;0,0000e+00;
2025-03-19;08:44:45;2,7256e-05;0,0000e+00;
2025-03-19;08:44:55;2,7310e-05;0,0000e+00;
2025-03-19;08:45:05;2,7358e-05;0,0000e+00;
2025-03-19;08:45:15;2,7414e-05;0,0000e+00;
2025-03-19;08:45:25;2,7474e-05;0,0000e+00;
2025-03-19;08:45:35;2,7535e-05;0,0000e+00;
2025-03-19;08:45:45;2,7570e-05;0,0000e+00;
2025-03-19;08:45:55;2,7627e-05;0,0000e+00;
2025-03-19;08:46:05;2,7685e-05;0,0000e+00;
2025-03-19;08:46:15;2,7728e-05;0,0000e+00;
